Título;Texto
Copasa reduz emissões com tecnologia de queima enclausurada de biogás;Alinhada aos debates sobre as mudanças climáticas que estão acontecendo desde o dia 10 de novembro na COP 30, em Belém, uma iniciativa da Copasa revela a viabilidade da descarbonização em setores vitais. O projeto de queima enclausurada de biogás em Estações de Tratamento de Esgoto (ETEs) desenvolvido na Companhia emerge como um case inspirador, reafirmando seu compromisso com a sustentabilidade e a inovação. A tecnologia de queima enclausurada de biogás atinge uma eficiência de mais de 98% na eliminação dos gases poluentes gerados nos processos de tratamento de esgoto. O foco da iniciativa recai sobre gases odorantes, que podem causar a percepção de maus odores nas estações, além do metano, que é um gás com potencial de causar o efeito estufa. Com um investimento de R$ 1,2 milhão, esta fase inicial do projeto, concluída em setembro de 2025, envolveu seis Estações de Tratamento de Esgoto da Região Metropolitana de Belo Horizonte (RMBH): ETEs Nova Contagem, Mateus Leme, Pedro Leopoldo, Veneza, Vale do Sereno e Vila Maria, priorizadas por estarem em áreas com maior impacto de odores. O benefício vai muito além da mitigação ou minimização de odores. A tecnologia promove a conversão do metano – um gás de efeito estufa altamente nocivo à atmosfera – em dióxido de carbono biogênico. Essa ação representa um grande avanço na redução das emissões de carbono pelo setor de saneamento, alinhando as práticas da Copasa às discussões globais sobre a necessidade urgente de frear o aquecimento global. A redução das emissões de gases de efeito estufa promove um ganho ambiental que ressoa com as metas de descarbonização que estão sendo debatidas na COP 30. Trata-se de uma contribuição concreta do setor de saneamento para a agenda global de mitigação. O Inventário de Emissões de Gases de Efeito Estufa (GEE) da Copasa evidencia a capacidade da companhia de mitigar emissões, com a substituição dos queimadores abertos por modelos enclausurados. Com essa iniciativa, além de contribuir para o meio ambiente, a Copasa apresenta um modelo de negócio adaptado e resiliente às exigências de uma economia de baixo carbono. O projeto da Copasa tem potencial para evitar a emissão de aproximadamente 8 mil toneladas de CO? por ano. Este dado, por si só, já coloca a Companhia em uma posição estratégica para uma futura obtenção de créditos de carbono. A iniciativa está em total sintonia com a agenda ESG (Environmental, Social, and Governance), reafirmando o compromisso da empresa com a eficiência, a promoção da saúde pública e uma responsabilidade socioambiental que vai além do básico. Ao fazer isso, a Copasa reforça seu papel como agente transformador na construção de um futuro mais sustentável através da mitigação das mudanças climáticas.
Materialidade e a Gestão da Sustentabilidade na Copasa;A Copasa realizou nos dias 3 e 4 de novembro uma série de encontros estratégicos focados na integração dos fatores de sustentabilidade à gestão da Companhia. O ponto focal dos debates foi a Materialidade, consolidada como a ferramenta essencial para direcionar investimentos e esforços em temas de alto impacto. Coordenado pela Superintendência de Desenvolvimento Sustentável, a iniciativa foi apresentada pelo diretor de Clientes, Comunicação e Sustentabilidade, Cleyson Jacomini e conduzida pela superintendente de Desenvolvimento Sustentável, Luciana Barbosa junto com o fundador e sócio-diretor da consultoria BlendOn, Denys Roman. A Materialidade foi apresentada como o conceito-chave para a estratégia da Copasa e a principal conclusão é clara: a sustentabilidade transcende a esfera da responsabilidade social e ambiental, posicionando-se como um imperativo de gestão que exige ação coordenada e imediata em todas as áreas da Companhia. A gestão da sustentabilidade foi destacada como vantagem competitiva no mercado, reforçando que deve estar internalizada em todas as operações. Para Luciana Barbosa, Superintendente de Desenvolvimento Sustentável, “a materialidade é uma ferramenta estratégica essencial que permite à empresa focar seus esforços e recursos nos temas de sustentabilidade mais relevantes, transformando riscos em oportunidades e garantindo a resiliência e a competitividade do negócio no futuro.”
Nova ETE transforma cenário do saneamento em Juatuba;A Copasa recebeu, na última segunda-feira (10/11), o prefeito de Juatuba, Kelissander Saliba Santos (Ted) e vereadores para uma visita técnica às obras da Estação de Tratamento de Esgoto (ETE) Juatuba, no bairro Nova Esperança. A intervenção, considerada uma das mais importantes em execução no município, marca um avanço significativo na ampliação da infraestrutura de saneamento e atende a uma demanda histórica da população. Iniciada em 2023, a obra está prevista para ser concluída no segundo semestre de 2026. Com a nova estrutura, Juatuba ampliará de forma expressiva a capacidade de coleta e tratamento de esgoto, reforçando ações de saúde pública, proteção ambiental e desenvolvimento urbano. Com investimento de quase R$ 50 milhões, o projeto inclui a implantação de 30 quilômetros de rede coletora, seis quilômetros de interceptores e a construção de cinco elevatórias, responsáveis pelo bombeamento do esgoto. A visita desta segunda-feira reuniu representantes da Copasa e da Prefeitura para acompanhar o ritmo das frentes de trabalho e reforçar o compromisso conjunto com o avanço do saneamento na cidade. Na ocasião, o diretor de Engenharia e Meio Ambiente da Copasa, Pablo Andreão, destacou a relevância do empreendimento e o impacto que ele terá para Juatuba. “Essa é uma obra importantíssima que vai garantir, já em 2026, a universalização do esgotamento sanitário de Juatuba, ou seja, nós estamos antecipando a meta do marco do saneamento em praticamente sete anos, já que a meta estipulada pelo Marco do Saneamento é 2033. Um benefício enorme para a população, para a cidade de Juatuba e para o meio ambiente”, ressaltou. O prefeito de Juatuba, Ted Saliba, também reforçou o impacto positivo da obra, destacando o alcance regional do projeto. “Estou aqui hoje junto com os vereadores e os técnicos da Copasa acompanhando a obra da nossa estação de tratamento de esgoto, obra muito importante que trará muito benefício para a nossa cidade. Essa é uma obra importante da prefeitura junto à Copasa para que a gente possa trazer saneamento básico para toda a nossa cidade”, afirmou. Com a nova ETE, Juatuba avança de forma decisiva na expansão do saneamento e se prepara para garantir mais qualidade de vida e desenvolvimento para a população.
Membros do CBH Velhas e subcomitê Águas da Moeda conhecem a ETE Jardim Canadá, em Nova Lima;Conselheiros do SCBH Águas da Moeda, representantes da Prefeitura de Nova Lima, além de integrantes de movimentos ambientais e da sociedade civil organizada de Nova Lima e entorno realizaram uma visita técnica à Estação de Tratamento de Esgoto da Copasa localizada no bairro Jardim Canadá, em Nova Lima, nesta quinta-feira, dia 6. Além de conhecer as instalações e todas as etapas do tratamento dos efluentes da região, a visita marcou o estreitamento do relacionamento da Companhia com as organizações de proteção do Meio Ambiente com atuação no subcomitê, que faz parte do Comitê da Bacia Hidrográfica do Rio das Velhas. A ação foi coordenada pelas Superintendências de Tratamento de Esgoto (SPTE) e de Desenvolvimento Operacional e Inovação (SPDI) com a participação da Superintendência de Desenvolvimento Sustentável (SPDS). Participaram os superintendentes Albino Campos  e Nelson Guimarães, o gerente de Tratamento de Esgoto da RMBH, Saulo Nonato de Souza (GTEM) e o supervisor de Mobilização Social da Gerência de Desenvolvimento Social, Diego Caldeira (GNDS). Albino Campos, celebrou o encontro e destacou que essa iniciativa inaugura um novo modelo de diálogo da Copasa com as organizações ambientais com o objetivo de levar mais informações com transparência a todos. “Esse momento é importante e necessário para o alinhamento de informações a respeito das ações desenvolvidas pela companhia, com o apoio do município, visando à melhoria contínua da prestação de serviços na região . Foi um momento importante para que a Companhia acolhesse as necessidades e expectativas dos participantes, no sentido estabelecer um canal direto de comunicação ,” explicou Albino. Já Nelson Guimarães falou sobre a participação da COPASA no Comitê de Bacias e trouxe informações referentes ao processo de discussão, em andamento no CBH Velhas, referente a revisão do enquadramento dos cursos de água na bacia hidrográfica. Reforçou que a Estação Ecológica do Fechos, onde a COPASA possui captação de água é protegida por lei, garantindo o enquadramento atual no interior da unidade de conservação. As unidades que fazem parte da estação, como os reatores anaeróbios, filtros biológicos percoladores, decantadores secundários e centrífuga foram apresentados por Saulo Souza. O gerente também explicou como ocorre o processo de tratamento e ressaltou que a ETE opera com eficiência superior ao preconizado pela legislação ambiental vigente. “A ETE Jardim Canadá tem capacidade para tratar 50 litros por segundo (4,32 milhões de litros por dia), atualmente opera com vazão média afluente de 30 litros por segundo. Isso significa que está preparada para receber  e tratar todo o esgoto gerado no bairro Jardim Canadá e região do entorno.”
Copasa bate novo recorde histórico e investe R$ 2 bilhões em apenas nove meses;Resultados de janeiro a setembro de 2025 mostram um crescimento de 26% em relação ao mesmo período do ano passado. Durante teleconferência para divulgação do balanço financeiro da empresa, nesta terça-feira (4/11), o presidente Fernando Passalio anunciou que R$ 2 bilhões foram investidos em apenas nove meses de 2025, valor que se aproxima de todo volume de 2024, melhor ano da Companhia. Segundo o resultado do 3º trimestre deste ano, esse valor é 26% superior ao investido no mesmo período de 2024. “Trata-se de mais uma marca inédita que atingimos e que entra para a história da Companhia. Entendemos que a agenda que estamos trabalhando está permitindo oportunidades de expansão e criação de valor do setor de saneamento no Brasil”, disse o presidente. “Temos um vasto campo para investir, modernizar e crescer, gerando retornos sólidos e contribuindo de forma decisiva para a universalização do acesso à água e ao esgoto. O que estamos construindo desde 2019 é uma nova Copasa: mais ágil, eficiente, com maior capacidade de investimento e pronta para cumprir sua missão com excelência”, concluiu Passalio. O diretor Financeiro e de Relações com Investidores, Adriano Rudeck, expôs ainda que com os investimentos robustos aplicados no combate às perdas de água em todo o Estado, a Copasa conseguiu mais uma vez reduzir o índice. Segundo o balanço, houve redução de 38,4% para 37,3%. Também houve avanços em outros indicadores operacionais da empresa: o de empregados por mil ligações, que passou de 1,23 para 1,19, refletiu maior eficiência na gestão de recursos humanos e operacionais. O índice de cobertura de água continua acima de 99%, atendendo às metas do Novo Marco do Saneamento antes do prazo de 2033. Quanto ao esgotamento sanitário, o índice de cobertura global para esgoto coletado e tratado chegou a 78,4% em setembro de 2025 (77,3% em 12/2024), sendo que o Marco do Saneamento determina que o índice de coleta e tratamento atinja 90% até 2033. R$ 2 bilhões foram investidos em apenas nove meses de 2025. As agências Fitch Ratings e Moody’s atribuíram à Copasa o mais elevado grau de classificação – rating “AAA”, com perspectiva estável, destacando a robustez financeira da Companhia, sua governança corporativa e a consistência dos resultados.
Copasa investe mais de R$ 1 milhão em ações ambientais em Salinas;A Copasa, por meio do programa Pró-Mananciais, desenvolvido pela Gerência de Desenvolvimento Ambiental, investiu, entre maio e outubro deste ano, mais de R$ 1 milhão em ações de preservação ambiental na zona rural de Salinas, no Norte de Minas. A meta é cuidar dos cursos d’água utilizados para abastecimento público e favorecer o desenvolvimento sustentável. Os recursos foram alocados para a adequação de estradas rurais com a instalação de bacias de contenção de águas de chuva, lombadas, bigodes e a construção de curvas em nível. As iniciativas foram desenvolvidas nas comunidades de Capivara, Patricinho, Patrição, Rio das Antas, Malhada Nova e Matrona para proteger a microbacia hidrográfica do rio Salinas. Durante cinco meses, os investimentos viabilizaram um total de 669 bolsões (bacias escavadas no solo para contenção da água da chuva), 41 quilômetros de curva de nível (elevações escavadas na terra para evitar erosões), 808 bigodes, 108 lombadas, além da manutenção de 103 quilômetros de estradas rurais. De acordo com a assistente socioambiental da Copasa, Adriana Tolentino, as intervenções visam melhorar a drenagem e conservação do solo, minimizar o impacto das enxurradas, por meio do escoamento adequado das águas de chuva, possibilitando a infiltração da água no lençol freático, bem como evitar o assoreamento dos mananciais. “As ações socioambientais do Pró-Mananciais realizadas em parceria com os Coletivos Locais de Meio Ambiente (Colmeias) produzem resultados satisfatórios para a preservação das nascentes, facilitando a infiltração das águas de chuva no solo e a recuperação das fontes de abastecimento das localidades beneficiadas”, afirmou. A população das áreas contempladas reconhece o valor das ações para o meio ambiente, como confirma Gentil Moreira Durães e Valdivino Lima Barbosa, moradores de Malhada Nova e Capivara. “As atividades vão contribuir para a fertilidade do solo e evitar o assoreamento das fontes de produção de água que abastecem Salinas e as demais comunidades”.
Copasa inicia obras para melhorar redes de água e esgoto em Jequitinhonha;A Copasa iniciou neste mês obras para implantar novos trechos das redes de água e esgoto na rua Elza Mourão, bairro Santo Antônio, no município de Jequitinhonha, no Vale do Jequitinhonha. A intervenção tem como objetivo garantir mais qualidade e segurança hídrica no atendimento à população da região. As obras contam com investimento aproximado de R$ 120 mil e têm como foco a melhoria dos sistemas de abastecimento de água e esgotamento sanitário. Embora não haja ampliação do atendimento, os trabalhos beneficiarão diretamente cerca de 86 usuários, garantindo maior eficiência e confiabilidade na prestação dos serviços. O gerente substituto da região, Éverton Nunes, destaca que as melhorias previstas na obra devem reduzir o número de intervenções na via, graças à substituição do trecho de rede de cimento-amianto por PVC. “O remanejamento da rede de esgoto também permite melhor direcionamento do fluxo, prevenindo entupimentos e extravasamentos na rede condominial existente”, explicou. Durante a execução, os ramais prediais de água e esgoto das unidades afetadas serão remanejados para a nova rede, assegurando continuidade e segurança no fornecimento dos serviços. O trabalho está previsto para ser concluído ainda na primeira quinzena de novembro deste ano.
Após plano de ação bem-sucedido, Copasa reduz perdas de água em Conquista;Para garantir um abastecimento cada vez mais eficiente em Conquista, no Triângulo Mineiro, a Copasa reduziu em 8% as perdas de água na cidade. O plano de ação alia tecnologia e intervenções operacionais para combater vazamentos de diferentes proporções. As atividades têm beneficiado os cerca de 6 mil moradores. Como reflexo, a população conta com maior segurança hídrica. Menos água é retirada do córrego Lageado, manancial que abastece a cidade, contribuindo para a sua perenidade. E a operação tornou-se mais eficaz, com menor desperdício de produtos e de matéria-prima. Em andamento desde 2023, a Companhia direcionou R$ 145 mil para viabilizar as movimentações. A prática foi tão assertiva que se difundiu entre outros municípios também atendidos pela Copasa na região do Alto Paranaíba e Triângulo Mineiro. Leonardo Sobral, técnico de projetos e obras, destacou a cooperação. “A equipe de Conquista teve um grande engajamento e empenho para implementar as ações, o que foi primordial para o sucesso do Programa de Gestão, Controle e Redução de Perdas de Água”, afirmou. Com intuito de alcançar esse resultado, as equipes locais em parceria com as de apoio técnico realizaram um estudo para cadastro das tubulações de fornecimento em um dispositivo eletrônico. Posteriormente, o mapeamento foi transferido para um software capaz de simular diferentes manutenções de melhorias nas redes. Paralelo a isso, os empregados percorreram, por diversas vezes, todo o perímetro urbano. Utilizando equipamentos com hastes de escuta otimizadas – que por meio da inteligência artificial detectavam até mesmo vazamentos ocultos e de pequeno porte – encontraram e sanaram perdas. Ainda passaram por treinamentos para implantação de planilhas para aprimorar a gestão das redes. Outro aliado no processo foi a implantação de supervisórios, uma espécie de central de monitoramento que pode ser acessada remotamente e em tempo real pelos empregados. Com funcionamento 24 horas por dia, ela permite saber como está o funcionamento de bombas e nível dos reservatórios, sem que as equipes precisem se deslocar para isso. “Adotamos uma série de práticas e, em parceria com o setor técnico, conseguimos melhorar o abastecimento para os conquistenses. Isso representa um ganho para a sociedade, para a Companhia e para nosso compromisso com o desenvolvimento e com a sustentabilidade”, destacou Junior Mattos, encarregado do sistema de Conquista. A Copasa está em Conquista desde 1979. Diariamente, a empresa distribui, em média, 1,2 milhão de litros aos 2.850 imóveis.
Obras de R$ 8,6 milhões beneficiarão 30 mil moradores na Bacia do São Francisco;Com investimentos totais de R$ 8,6 milhões, a Copasa iniciou nesta semana as obras de ampliação do sistema de abastecimento de água de Três Marias e do distrito de Beira Rio, pertencente a São Gonçalo do Abaeté, ambos localizados na Bacia do Rio São Francisco. Essas frentes de serviços visam garantir segurança hídrica e qualidade de vida para 30 mil moradores da região. Assim que forem concluídas, essas obras representarão um aumento de 50% na reservação de água para Três Marias e Beira Rio, importantes polos turísticos da região, segundo informou o gerente de Expansão da Copasa, Fabrício Rezende. A previsão de término das intervenções é no segundo semestre de 2026. “Estamos avançando com um cronograma bem estruturado para garantir que cada etapa seja concluída com qualidade e dentro do prazo. Após a instalação das novas redes e reservatórios, teremos fases complementares voltadas à interligação e testes do sistema, assegurando que tudo funcione de forma eficiente”, explicou Rezende. Em Três Marias, a ampliação é significativa e custará R$ 7,1 milhões. Serão instalados 12 mil metros de redes adutoras, além da instalação de três reservatórios e remanejamento de outras duas unidades. Esse conjunto de obras vai aumentar em 1,2 milhão de litros de água a capacidade de reservação, garantindo equilíbrio no sistema em períodos de seca e alto consumo. Já no distrito de Beira Rio, em São Gonçalo do Abaeté, as obras no valor de R$ 1,5 milhão começaram com a instalação de 2,6 mil metros de redes adutoras. Com essa estrutura, haverá condição de a Copasa fornecer maior volume de água distribuída aos moradores, principalmente em feriados e dias quentes, quando a população flutuante aumenta consideravelmente. Também localizado às margens do São Francisco, Beira Rio é um importante ponto turístico e econômico para a região. Ele é conhecido por oferecer atividades de lazer, como pesca esportiva, passeios náuticos e banhos em cachoeiras. A localidade também tem um histórico de eventos culturais, como festivais de ecoturismo. O distrito também terá um novo reservatório de água com capacidade de 200 mil litros. “Teremos melhoria na regularidade do fornecimento e aumento na disponibilidade de água, garantindo assim a segurança hídrica em momentos de escassez e trazendo mais conforto e qualidade de vida para população local”, destacou o encarregado do polo, Fabrício Evangelista.
Polícia Civil e Copasa realizam operação Água Limpa em repressão a ‘gatos’ em Simonésia;Nesta terça-feira (28/10), a Polícia Civil de Minas Gerais (PCMG) e a Copasa deflagraram a operação Água Limpa, com foco no combate a ligações clandestinas, em Simonésia, Zona da Mata. Durante as fiscalizações, foram identificados “gatos” – desvio irregular de água do sistema público de abastecimento – em imóveis residenciais e comerciais. A prática é tipificada como crime de furto, previsto no artigo 155 do Código Penal Brasileiro. Nesse sentido, além da atuação investigativa, as equipes da PCMG e da Copasa orientaram moradores e comerciantes quanto à necessidade de manter as ligações devidamente regularizadas, bem como informaram sobre os prejuízos gerados pelas irregularidades. A PCMG e a Copasa reforçam que o furto de água, além de ilegal e passível de responsabilização criminal, compromete a qualidade do serviço prestado e provoca impactos financeiros para a coletividade, já que os custos das perdas são repassados aos consumidores regulares do sistema. 12 ligações de forma incorretas foram desligadas e outras 108 suspeitas estão sendo apuradas. Segundo a superintendente de Operações Norte e Leste da Copasa, Melissa Seixas, a Copasa, por meio dos seus mecanismos de execução e controle de serviços, passou a averiguar ocorrências que surgiram como estranhas em Simonésia. “Após verificação in loco, foram constatadas em princípio 12 ligações executadas de forma incorreta e fraudulenta e existem outras 108 em suspeitas que serão apuradas”, informa. A perícia oficial da Polícia Civil acompanhou a operação e confirmou irregularidades encontradas. “Diante da quantidade significativa de desvios, os prejuízos identificados são considerados relevantes, caracterizando uma prática em massa na localidade”, pontua o delegado Almir Fraga Lugon. Também de acordo Lugon, as investigações apuram possível envolvimento de funcionários da Copasa nas fraudes detectadas.  Os levantamentos prosseguem, em atuação integrada, para esclarecer todas as circunstâncias e identificar os responsáveis, bem como para garantir o uso regular e justo dos serviços públicos essenciais. “A Copasa está adotando as medidas internas em relação aos colaboradores que foram identificados. Vale destacar que a Companhia acionou a Polícia Civil para que fizesse a verificação das irregularidades e abrisse a investigação para apurar todos os responsáveis”, afirma Melissa Seixas, ao pontuar que dois funcionários já foram afastados das atividades, até que as investigações sejam concluídas.
