"vmicguestinterface","Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine."
"vmicheartbeat","Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding."
"vmickvpexchange","Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer."
"vmicrdv","Provides a platform for communication between the virtual machine and the operating system running on the physical computer."
"vmicshutdown","Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer."
"vmictimesync","Synchronizes the system time of this virtual machine with the system time of the physical computer."
"vmicvmsession","Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network."
"vmicvss","Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer."
"VSS","Manages and implements Volume Shadow Copies used for backup and other purposes. If this service is stopped, shadow copies will be unavailable for backup and the backup may fail. If this service is disabled, any services that explicitly depend on it will fail to start."
"vwifibus","@%SystemRoot%\System32\drivers\vwifibus.sys,-258"
"W32Time","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start."
"WaaSMedicSvc","Enables remediation and protection of Windows Update components."
"WacomPen",""
"WalletService","Hosts objects used by clients of the wallet"
"wanarp","@%systemroot%\system32\mprmsg.dll,-32011"
"wanarpv6","@%systemroot%\system32\mprmsg.dll,-32012"
"WarpJITSvc","Provides a JIT out of process service for WARP when running with ACG enabled."
"wbengine","The WBENGINE service is used by Windows Backup to perform backup and recovery operations. If this service is stopped by a user, it may cause the currently running backup or recovery operation to fail. Disabling this service may disable backup and recovery operations using Windows Backup on this computer."
"WbioSrvc","The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process."
"wcifs","@%systemroot%\system32\drivers\wcifs.sys,-101"
"Wcmsvc","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings."
"wcncsvc","WCNCSVC hosts the Windows Connect Now Configuration which is Microsoft's Implementation of Wireless Protected Setup (WPS) protocol. This is used to configure Wireless LAN settings for an Access Point (AP) or a Wireless Device. The service is started programmatically as needed."
"wcnfs","@%systemroot%\system32\drivers\wcnfs.sys,-101"
"WdBoot","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-400"
"WdFilter","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-340"
"WdiServiceHost","The Diagnostic Service Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local Service context.  If this service is stopped, any diagnostics that depend on it will no longer function."
"WdiSystemHost","The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function."
"wdiwifi",""
"WdmCompanionFilter",""
"WdNisDrv","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-242"
"WdNisSvc","Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols"
"WebClient","Enables Windows-based programs to create, access, and modify Internet-based files. If this service is stopped, these functions will not be available. If this service is disabled, any services that explicitly depend on it will fail to start."
"Wecsvc","This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event subscriptions cannot be created and forwarded events cannot be accepted."
"WEPHOSTSVC","Windows Encryption Provider Host Service brokers encryption related functionalities from 3rd Party Encryption Providers to processes that need to evaluate and apply EAS policies. Stopping this will compromise EAS compliancy checks that have been established by the connected Mail Accounts"
"wercplsupport","This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports control panel."
"WerSvc","Allows errors to be reported when programs stop working or responding and allows existing solutions to be delivered. Also allows logs to be generated for diagnostic and repair services. If this service is stopped, error reporting might not work correctly and results of diagnostic services and repairs might not be displayed."
"WFDSConMgrSvc","Manages connections to wireless services, including wireless display and docking."
"WiaRpc","Launches applications associated with still image acquisition events."
"WIMMount","@%SystemRoot%\system32\drivers\wimmount.sys,-102"
"WinDefend","Helps protect users from malware and other potentially unwanted software"
"WinHttpAutoProxySvc","WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol."
"WinMad",""
"Winmgmt","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start."
"WinNat","@%SystemRoot%\system32\drivers\winnat.sys,-10002"
"WinRM","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix."
"WINUSB","@winusb.inf,%WINUSB_SvcDesc%;Generic driver for USB devices"
"WinVerbs",""
"wisvc","Provides infrastructure support for the Windows Insider Program. This service must remain enabled for the Windows Insider Program to work."
"WlanSvc","The WLANSVC service provides the logic required to configure, discover, connect to, and disconnect from a wireless local area network (WLAN) as defined by IEEE 802.11 standards. It also contains the logic to turn your computer into a software access point so that other devices or computers can connect to your computer wirelessly using a WLAN adapter that can support this. Stopping or disabling the WLANSVC service will make all WLAN adapters on your computer inaccessible from the Windows networking UI. It is strongly recommended that you have the WLANSVC service running if your computer has a WLAN adapter."
"wlidsvc","Enables user sign-in through Microsoft account identity services. If this service is stopped, users will not be able to logon to the computer with their Microsoft account."
"wlpasvc","This service provides profile management for subscriber identity modules"
"WManSvc","Performs management including Provisioning and Enrollment activities"
"WmiAcpi",""
"wmiApSrv","Provides performance library information from Windows Management Instrumentation (WMI) providers to clients on the network. This service only runs when Performance Data Helper is activated."
"WMIRegistrationService","Intel(R) Management Engine WMI Provider Registration Service"
"WMPNetworkSvc","Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play"
"workfolderssvc","This service syncs files with the Work Folders server, enabling you to use the files on any of the PCs and devices on which you've set up Work Folders."
"WpcMonSvc","Enforces parental controls for child accounts in Windows. If this service is stopped or disabled, parental controls may not be enforced."
"WPDBusEnum","Enforces group policy for removable mass-storage devices. Enables applications such as Windows Media Player and Image Import Wizard to transfer and synchronize content using removable mass-storage devices."
"WpdUpFltr","@%systemroot%\System32\drivers\WpdUpFltr.sys,-100"
"WpnService","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server."
"WpnUserService","@%SystemRoot%\system32\WpnUserService.dll,-2"
"WpnUserService_33233","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw."
"wscsvc","The WSCSVC (Windows Security Center) service monitors and reports security health settings on the computer.  The health settings include firewall (on/off), antivirus (on/off/out of date), antispyware (on/off/out of date), Windows Update (automatically/manually download and install updates), User Account Control (on/off), and Internet settings (recommended/not recommended). The service provides COM APIs for independent software vendors to register and record the state of their products to the Security Center service.  The Security and Maintenance UI uses the service to provide systray alerts and a graphical view of the security health states in the Security and Maintenance control panel.  Network Access Protection (NAP) uses the service to report the security health states of clients to the NAP Network Policy Server to make network quarantine decisions.  The service also has a public API that allows external consumers to programmatically retrieve the aggregated security health state of the system."
"WSearch","Provides content indexing, property caching, and search results for files, e-mail, and other content."
"wuauserv","Enables the detection, download, and installation of updates for Windows and other programs. If this service is disabled, users of this computer will not be able to use Windows Update or its automatic updating feature, and programs will not be able to use the Windows Update Agent (WUA) API."
"WudfPf","@%systemroot%\system32\drivers\Wudfpf.sys,-1001"
"WUDFRd","@%systemroot%\system32\drivers\WudfRd.sys,-1001"
"WUDFWpdFs","@wpdfs.inf,%WPDFS_SvcDesc%;User mode driver that enables communication with removable storage devices via the WPD interface"
"WwanSvc","This service manages mobile broadband (GSM & CDMA) data card/embedded module adapters and connections by auto-configuring the networks. It is strongly recommended that this service be kept running for best user experience of mobile broadband devices."
"XblAuthManager","Provides authentication and authorization services for interacting with Xbox Live. If this service is stopped, some applications may not operate correctly."
"XblGameSave","This service syncs save data for Xbox Live save enabled games.  If this service is stopped, game save data will not upload to or download from Xbox Live."
"xboxgip","@xboxgip.inf,%XBOXGIP_Desc%;Xbox Game Input Protocol Driver"
"XboxGipSvc","This service manages connected Xbox Accessories."
"XboxNetApiSvc","This service supports the Windows.Networking.XboxLive application programming interface."
"xinputhid",""
"ZSAService","ZSAService"
"ZSATrayManager","ZSATrayManager"
"ZSATunnel","ZSATunnel"
"ZSAUpdater","ZSAUpdater"
